,date,close,open,low,high,3m_iv,short_interest_rate
3548,2020-03-13,269.32,263.09,248.5237,271.4754,21.8892,0.857
3549,2020-03-16,239.85,241.18,237.36,256.9,23.4459,
3550,2020-03-17,252.8,245.04,237.07,256.17,24.7732,
3551,2020-03-18,240.0,236.25,228.02,248.37,26.3438,
3552,2020-03-19,240.51,239.25,232.22,247.38,27.7599,
3553,2020-03-20,228.8,242.53,228.5,244.47,29.0388,
3554,2020-03-23,222.95,228.19,218.26,229.6833,30.0302,
3555,2020-03-24,243.15,234.42,233.8,244.1,30.9659,
3556,2020-03-25,246.79,244.87,239.75,256.35,31.9899,
3557,2020-03-26,261.2,249.52,249.05,262.8,32.9187,
3558,2020-03-27,253.42,253.27,251.05,260.81,33.9594,
3559,2020-03-30,261.65,255.7,253.53,262.43,34.8792,
3560,2020-03-31,257.75,260.56,256.22,263.33,35.7074,0.941
3561,2020-04-01,246.15,247.98,243.9,257.6591,36.7593,
3562,2020-04-02,251.83,245.19,244.59,252.68,37.6804,
3563,2020-04-03,248.19,250.76,245.22,253.32,38.4733,
3564,2020-04-06,264.86,257.84,248.1698,267.0,39.018,
3565,2020-04-07,265.13,274.21,264.89,275.03,39.5392,
3566,2020-04-08,274.03,267.96,265.2542,276.0,40.0123,
3567,2020-04-09,278.2,277.58,275.47,281.2,40.2583,
3568,2020-04-13,275.66,277.14,271.41,277.51,40.498,
3569,2020-04-14,283.79,280.98,275.5106,284.9,40.7447,
3570,2020-04-15,277.76,277.57,275.46,283.9407,40.9963,1.522
3571,2020-04-16,279.1,279.15,275.76,280.03,41.3772,
3572,2020-04-17,286.64,285.38,282.4,287.3,41.4968,
3573,2020-04-20,281.59,282.61,281.35,286.7912,41.6193,
3574,2020-04-21,273.04,276.73,272.02,278.04,41.5509,
3575,2020-04-22,279.1,278.35,276.91,281.0,41.538,
3576,2020-04-23,279.08,280.49,278.75,283.94,41.3636,
3577,2020-04-24,282.97,280.73,278.5,283.7,40.6651,
3578,2020-04-27,287.05,285.12,284.62,288.27,40.1946,
3579,2020-04-28,285.73,291.02,285.4,291.4,39.1229,
3580,2020-04-29,293.21,291.53,290.41,294.88,38.1984,
3581,2020-04-30,290.48,291.71,288.59,293.3239,37.1458,1.964
3582,2020-05-01,282.79,285.31,281.52,290.6572,36.3577,
3583,2020-05-04,283.57,280.74,279.13,283.9,35.6926,
3584,2020-05-05,286.19,286.64,283.7134,289.25,35.2561,
3585,2020-05-06,284.25,288.04,283.78,288.46,34.9032,
3586,2020-05-07,287.68,287.75,287.13,289.78,34.4155,
3587,2020-05-08,292.44,291.09,289.86,292.95,33.954,
3588,2020-05-11,292.5,290.34,289.88,294.0,33.3384,
3589,2020-05-12,286.67,293.79,286.52,294.24,32.9314,
3590,2020-05-13,281.6,286.06,278.965,287.19,32.6846,
3591,2020-05-14,284.97,278.95,272.99,285.11,32.1794,
3592,2020-05-15,286.28,282.37,281.34,286.33,31.7727,2.364
3593,2020-05-18,295.0,293.05,292.7,296.75,31.3516,
3594,2020-05-19,291.97,294.35,291.95,296.205,31.075,
3595,2020-05-20,296.93,295.82,295.57,297.87,30.6961,
3596,2020-05-21,294.88,296.79,293.6886,297.67,30.3932,
3597,2020-05-22,295.44,294.57,293.22,295.63,30.1239,
3598,2020-05-26,299.08,301.93,295.4646,302.19,29.8059,
3599,2020-05-27,303.53,302.12,296.87,303.57,29.5505,
3600,2020-05-28,302.97,304.65,302.24,306.84,29.2688,
3601,2020-05-29,304.32,302.46,299.47,304.96,28.9331,2.372
3602,2020-06-01,305.55,303.62,303.06,306.205,28.6713,
3603,2020-06-02,308.08,306.55,305.1,308.13,28.2794,
3604,2020-06-03,312.18,310.24,309.94,313.22,27.7739,
3605,2020-06-04,311.36,311.11,309.08,313.0,27.3507,
3606,2020-06-05,319.34,317.23,317.16,321.275,26.8674,
3607,2020-06-08,323.2,320.22,319.63,323.41,26.5083,
3608,2020-06-09,320.79,320.3,319.36,323.2849,26.2833,
3609,2020-06-10,319.0,321.42,318.2209,322.39,26.0345,
3610,2020-06-11,300.61,311.46,300.01,312.15,26.2006,
3611,2020-06-12,304.21,308.24,298.6,309.08,26.2159,
3612,2020-06-15,307.05,298.02,296.74,308.28,26.0849,1.744
3613,2020-06-16,312.96,315.48,307.67,315.64,25.9635,
3614,2020-06-17,311.66,314.07,310.86,314.39,25.8819,
3615,2020-06-18,311.78,310.005,309.51,312.3,25.7721,
3616,2020-06-19,308.64,314.17,306.53,314.38,25.7365,
3617,2020-06-22,310.62,307.99,306.75,311.05,25.7526,
3618,2020-06-23,312.05,313.49,311.6101,314.5,25.7955,
3619,2020-06-24,304.09,309.84,302.1,310.51,25.8176,
3620,2020-06-25,307.35,303.47,301.28,307.64,25.7104,
3621,2020-06-26,300.05,306.16,299.42,306.39,25.7093,
3622,2020-06-29,304.46,301.41,298.93,304.61,25.668,
3623,2020-06-30,308.36,303.99,303.82,310.2,25.6716,2.109
3624,2020-07-01,310.52,309.57,309.07,311.89,25.6153,
3625,2020-07-02,312.23,314.24,311.51,315.7,25.5848,
3626,2020-07-06,317.05,316.37,315.56,317.68,25.5257,
3627,2020-07-07,313.78,315.38,313.37,317.52,25.5122,
3628,2020-07-08,316.18,314.61,312.7,316.3,25.5061,
3629,2020-07-09,314.38,316.84,310.68,317.1,25.5568,
3630,2020-07-10,317.59,314.31,312.76,317.88,25.5307,
3631,2020-07-13,314.84,320.13,314.13,322.71,25.6386,
3632,2020-07-14,318.92,313.3,312.0,319.76,25.6647,
3633,2020-07-15,321.85,322.41,319.265,323.04,25.7042,2.701
3634,2020-07-16,320.79,319.79,319.09,321.28,25.7356,
3635,2020-07-17,321.72,321.88,319.735,322.57,25.7566,
3636,2020-07-20,324.32,321.43,320.62,325.13,25.7979,
3637,2020-07-21,325.01,326.45,323.94,326.93,25.83,
3638,2020-07-22,326.86,324.62,324.5,327.2,25.792,
3639,2020-07-23,322.96,326.47,321.48,327.23,25.7982,
3640,2020-07-24,320.88,320.95,319.246,321.99,25.5114,
3641,2020-07-27,323.22,321.63,320.775,323.41,25.296,
3642,2020-07-28,321.17,322.43,320.85,323.64,25.1561,
3643,2020-07-29,325.12,322.12,322.075,325.73,25.007,
3644,2020-07-30,323.96,321.9,319.64,324.41,24.9135,
3645,2020-07-31,326.52,325.9,321.33,326.63,24.788,3.024
3646,2020-08-03,328.79,328.32,327.73,329.62,24.6344,
3647,2020-08-04,330.06,327.86,327.86,330.06,24.5052,
3648,2020-08-05,332.11,331.47,331.18,332.39,24.3647,
3649,2020-08-06,334.33,331.4799,331.13,334.46,24.1456,
3650,2020-08-07,334.57,333.28,332.3,334.88,23.9753,
3651,2020-08-10,335.57,335.06,332.955,335.77,23.7427,
3652,2020-08-11,332.8,336.85,332.01,337.54,23.6178,
3653,2020-08-12,337.44,335.44,332.8377,338.28,23.4995,
3654,2020-08-13,336.83,336.61,335.83,338.2514,23.412,
3655,2020-08-14,336.84,336.41,335.62,337.42,23.3384,3.571
3656,2020-08-17,337.91,337.94,336.8517,338.34,23.2636,
3657,2020-08-18,338.64,338.34,336.61,339.1,23.1378,
3658,2020-08-19,337.23,339.05,336.62,339.61,23.0585,
3659,2020-08-20,338.28,335.36,335.22,338.8,22.9424,
3660,2020-08-21,339.48,337.92,337.55,339.72,22.848,
3661,2020-08-24,342.92,342.12,339.4504,343.0,22.6701,
3662,2020-08-25,344.12,343.53,342.27,344.21,22.5538,
3663,2020-08-26,347.57,344.76,344.17,347.86,22.474,
3664,2020-08-27,348.33,348.51,346.53,349.9,22.4364,
3665,2020-08-28,350.58,349.44,348.15,350.72,22.3967,
3666,2020-08-31,349.31,350.35,349.06,351.3,22.4569,3.75
3667,2020-09-01,352.6,350.21,349.24,352.71,22.5157,
3668,2020-09-02,357.7,354.67,353.43,358.75,22.6304,
3669,2020-09-03,345.39,355.87,342.59,356.38,22.7977,
3670,2020-09-04,342.57,346.13,334.87,347.83,22.9073,
3671,2020-09-08,333.21,336.71,332.88,342.64,23.0517,
3672,2020-09-09,339.79,337.55,336.61,342.46,23.1272,
3673,2020-09-10,333.89,341.82,332.85,342.53,23.274,
3674,2020-09-11,334.06,335.82,331.0,336.97,23.3157,
3675,2020-09-14,338.46,337.49,334.2208,340.38,23.3644,
3676,2020-09-15,340.17,341.12,338.4683,342.02,23.405,1.649
3677,2020-09-16,338.82,341.51,338.52,343.06,23.472,
3678,2020-09-17,335.84,333.56,332.991,337.6996,23.5754,
3679,2020-09-18,330.65,335.37,327.97,335.49,23.706,
3680,2020-09-21,326.97,325.7,321.73,327.13,23.8801,
3681,2020-09-22,330.3,328.57,325.86,330.9,24.0501,
3682,2020-09-23,322.64,330.9,322.1,331.2,24.2247,
3683,2020-09-24,323.5,321.22,319.8,326.797,24.4295,
3684,2020-09-25,328.73,322.58,321.64,329.58,24.595,
3685,2020-09-28,334.19,333.22,332.15,334.96,24.7537,
3686,2020-09-29,332.37,333.97,331.6209,334.77,24.9198,
3687,2020-09-30,334.89,333.09,332.88,338.29,25.058,2.074
3688,2020-10-01,337.04,337.69,335.01,338.74,25.2158,
3689,2020-10-02,333.84,331.7,331.19,337.0126,25.402,
3690,2020-10-05,339.76,336.06,336.01,339.96,25.5518,
3691,2020-10-06,334.93,339.91,334.38,342.17,25.7392,
3692,2020-10-07,340.76,338.12,338.09,341.63,25.8664,
3693,2020-10-08,343.78,342.85,341.86,343.85,25.9318,
3694,2020-10-09,346.85,345.56,344.89,347.35,25.9426,
3695,2020-10-12,352.43,349.59,349.06,354.02,25.9389,
3696,2020-10-13,350.13,352.28,349.09,352.4651,25.8866,
3697,2020-10-14,347.93,350.75,347.14,351.93,25.8461,
3698,2020-10-15,347.5,343.71,343.13,348.02,25.7704,2.507
3699,2020-10-16,347.29,348.96,347.1,350.75,25.6205,
3700,2020-10-19,342.01,348.65,341.04,349.33,25.5385,
3701,2020-10-20,343.38,343.46,342.64,346.88,25.4437,
3702,2020-10-21,342.73,343.33,342.4,348.6847,25.3993,
3703,2020-10-22,344.61,342.96,340.65,345.24,25.2905,
3704,2020-10-23,345.78,345.93,343.13,345.99,25.2052,
3705,2020-10-26,339.39,342.13,335.62,342.98,25.2454,
3706,2020-10-27,338.22,339.76,337.99,340.12,25.3059,
3707,2020-10-28,326.66,332.1,326.13,338.2483,25.5056,
3708,2020-10-29,329.98,326.91,325.09,333.395,25.6124,
3709,2020-10-30,326.54,328.28,322.6,329.69,25.7435,2.385
3710,2020-11-02,330.2,330.2,327.24,332.36,25.7739,
3711,2020-11-03,336.03,333.69,330.2935,338.25,25.7809,
3712,2020-11-04,343.54,340.86,339.59,347.94,25.6154,
3713,2020-11-05,350.24,349.24,348.86,352.19,25.4397,
3714,2020-11-06,350.16,349.93,347.65,351.51,25.2682,
3715,2020-11-09,354.56,363.97,354.06,364.38,25.0957,
3716,2020-11-10,354.04,353.49,350.51,355.18,24.9024,
3717,2020-11-11,356.67,356.4,355.06,357.56,24.7222,
3718,2020-11-12,353.21,355.58,351.26,356.7182,24.5313,
3719,2020-11-13,358.1,355.27,354.71,358.9,24.2882,1.752
3720,2020-11-16,362.57,360.98,359.59,362.78,24.0824,
3721,2020-11-17,360.62,359.97,358.34,361.92,23.8471,
3722,2020-11-18,356.28,360.91,356.24,361.5,23.6957,
3723,2020-11-19,357.78,355.6,354.15,358.18,23.5644,
3724,2020-11-20,355.33,357.5,355.25,357.72,23.4907,
3725,2020-11-23,357.46,357.28,354.865,358.82,23.416,
3726,2020-11-24,363.22,360.21,359.29,363.81,23.3031,
3727,2020-11-25,362.66,363.13,361.48,363.16,23.1674,
3728,2020-11-27,363.67,363.84,362.58,364.18,23.0356,
3729,2020-11-30,362.06,362.83,359.17,363.12,22.8753,2.813
3730,2020-12-01,366.02,365.57,364.93,367.68,22.704,
3731,2020-12-02,366.79,364.82,364.2,366.96,22.5323,
3732,2020-12-03,366.69,366.68,365.5,368.19,22.3571,
3733,2020-12-04,369.85,367.32,367.22,369.85,22.1719,
3734,2020-12-07,369.09,369.02,367.72,369.62,22.0343,
3735,2020-12-08,370.17,367.72,367.67,370.78,21.7837,
3736,2020-12-09,366.85,370.88,365.95,371.05,21.5569,
3737,2020-12-10,366.73,365.37,364.43,367.86,21.1803,
3738,2020-12-11,366.3,364.9,363.26,366.7402,20.8981,
3739,2020-12-14,364.66,368.64,364.47,369.8,20.6075,
3740,2020-12-15,369.59,367.4,365.92,369.59,20.325,2.936
3741,2020-12-16,370.17,369.82,368.8676,371.16,20.0588,
3742,2020-12-17,372.24,371.94,371.05,372.46,19.9005,
3743,2020-12-18,369.18,370.97,367.02,371.15,19.7812,
3744,2020-12-21,367.86,364.97,362.03,378.46,19.7468,
3745,2020-12-22,367.24,368.21,366.03,368.3317,19.7284,
3746,2020-12-23,367.57,368.28,367.2172,369.62,19.7021,
3747,2020-12-24,369.0,368.08,367.45,369.03,19.6646,
3748,2020-12-28,372.17,371.74,371.07,372.59,19.5965,
3749,2020-12-29,371.46,373.81,370.83,374.0,19.5941,
3750,2020-12-30,371.99,372.34,371.57,373.1,19.5768,
3751,2020-12-31,373.88,371.78,371.232,374.66,19.5585,2.562
3752,2021-01-04,368.79,375.31,364.82,375.45,19.5888,
3753,2021-01-05,371.33,368.1,368.05,372.5,19.6091,
3754,2021-01-06,373.55,369.71,369.12,376.98,19.6058,
3755,2021-01-07,379.1,376.1,375.91,379.9,19.5799,
3756,2021-01-08,381.26,380.59,377.1,381.49,19.5666,
3757,2021-01-11,378.69,377.85,377.7189,380.58,19.6193,
3758,2021-01-12,378.77,378.89,376.36,379.86,19.6472,
3759,2021-01-13,379.79,378.69,377.85,380.86,19.6724,
3760,2021-01-14,378.46,380.59,378.1,381.13,19.6924,
3761,2021-01-15,375.7,376.72,373.7,377.58,19.725,2.275
3762,2021-01-19,378.65,378.34,376.75,379.23,19.7539,
3763,2021-01-20,383.89,381.11,380.69,384.79,19.7858,
3764,2021-01-21,384.24,384.49,383.25,384.95,19.789,
3765,2021-01-22,382.88,382.25,381.835,384.1256,19.8303,
3766,2021-01-25,384.39,383.67,378.46,384.77,19.8532,
3767,2021-01-26,383.79,385.41,383.54,385.85,19.9,
3768,2021-01-27,374.41,380.22,372.01,380.32,20.1447,
3769,2021-01-28,377.63,376.36,375.89,381.93,20.2464,
3770,2021-01-29,370.07,375.63,368.27,376.67,20.4635,2.52
3771,2021-02-01,376.23,373.72,370.376,377.34,20.6376,
3772,2021-02-02,381.55,379.65,376.3181,383.22,20.7406,
3773,2021-02-03,381.85,382.435,380.48,383.7,20.804,
3774,2021-02-04,386.19,382.96,381.9655,386.24,20.7706,
3775,2021-02-05,387.71,388.2,386.1444,388.47,20.7345,
3776,2021-02-08,390.51,389.27,388.35,390.56,20.7262,
3777,2021-02-09,390.25,389.61,389.17,390.89,20.7524,
3778,2021-02-10,390.08,392.12,387.5,392.28,20.7971,
3779,2021-02-11,390.71,391.24,388.1,391.69,20.795,
3780,2021-02-12,392.64,389.85,389.77,392.9,20.8038,3.445
3781,2021-02-16,392.3,393.96,391.53,394.17,20.821,
3782,2021-02-17,392.39,390.42,389.33,392.66,20.7582,
3783,2021-02-18,390.72,389.59,387.74,391.515,20.7399,
3784,2021-02-19,390.03,392.07,389.55,392.38,20.7267,
3785,2021-02-22,387.03,387.06,386.74,389.62,20.7774,
3786,2021-02-23,387.5,384.66,380.2,388.945,20.8251,
3787,2021-02-24,391.77,386.33,385.27,392.23,20.7899,
3788,2021-02-25,382.33,390.41,380.7789,391.88,20.8809,
3789,2021-02-26,380.36,384.35,378.23,385.58,20.971,2.585
3790,2021-03-01,389.58,385.59,380.572,390.92,20.9622,
3791,2021-03-02,386.54,389.82,386.0,390.07,20.9579,
3792,2021-03-03,381.42,385.79,381.31,386.83,21.0056,
3793,2021-03-04,376.7,381.22,371.88,384.0,21.1194,
3794,2021-03-05,383.63,380.46,372.64,384.76,21.162,
3795,2021-03-08,381.72,384.66,381.42,387.68,21.2136,
3796,2021-03-09,387.17,385.85,381.7299,389.91,21.2192,
3797,2021-03-10,389.58,389.69,388.1702,391.4,21.1832,
3798,2021-03-11,393.53,392.23,391.74,395.65,20.9075,
3799,2021-03-12,394.06,392.07,391.2,394.21,20.7348,
3800,2021-03-15,396.41,394.33,392.03,396.685,20.4708,1.69
3801,2021-03-16,395.91,397.07,395.08,397.83,20.2771,
3802,2021-03-17,397.26,394.53,393.3,398.12,20.131,
3803,2021-03-18,391.48,394.475,390.75,396.72,20.0488,
3804,2021-03-19,389.48,389.88,387.15,391.569,20.0099,
3805,2021-03-22,392.59,390.03,389.97,394.07,19.9211,
3806,2021-03-23,389.5,391.91,388.66,393.46,19.8554,
3807,2021-03-24,387.52,391.0,387.47,392.75,19.7972,
3808,2021-03-25,389.7,385.98,383.9,390.55,19.7037,
3809,2021-03-26,395.98,390.93,390.29,396.41,19.5861,
3810,2021-03-29,395.78,394.4,392.81,396.75,19.5014,
3811,2021-03-30,394.73,394.42,393.02,395.45,19.3779,
3812,2021-03-31,396.33,395.34,395.31,398.0,19.2637,1.822
3813,2021-04-01,400.61,398.4,398.18,400.67,19.099,
3814,2021-04-05,406.36,403.46,403.38,406.94,18.9316,
3815,2021-04-06,406.12,405.76,405.4,407.24,18.7575,
3816,2021-04-07,406.59,405.94,405.45,406.96,18.5884,
3817,2021-04-08,408.52,407.93,406.93,408.58,18.4448,
3818,2021-04-09,411.49,408.39,408.26,411.67,18.1934,
3819,2021-04-12,411.64,410.85,410.2,411.93,17.9652,
3820,2021-04-13,412.86,411.53,411.12,413.529,17.8176,
3821,2021-04-14,411.45,412.83,410.87,413.96,17.6571,
3822,2021-04-15,415.87,413.74,413.69,416.16,17.4403,2.474
3823,2021-04-16,417.26,417.25,415.73,417.91,17.183,
3824,2021-04-19,415.21,416.26,413.79,416.74,17.0236,
3825,2021-04-20,412.17,413.91,410.59,415.0859,16.8763,
3826,2021-04-21,416.07,411.51,411.36,416.29,16.7351,
3827,2021-04-22,412.27,415.89,411.13,416.78,16.631,
3828,2021-04-23,416.74,412.87,412.79,418.25,16.5199,
3829,2021-04-26,417.61,417.44,416.8111,418.22,16.4232,
3830,2021-04-27,417.52,417.93,416.3,418.14,16.3452,
3831,2021-04-28,417.4,417.81,416.9,419.01,16.2483,
3832,2021-04-29,420.06,420.32,416.44,420.72,16.1923,
3833,2021-04-30,417.3,417.63,416.34,418.54,16.1134,2.33
3834,2021-05-03,418.2,419.43,417.665,419.84,16.0319,
3835,2021-05-04,415.62,416.07,411.67,416.6,16.0251,
3836,2021-05-05,415.75,417.38,414.94,417.63,15.993,
3837,2021-05-06,419.07,415.83,413.675,419.21,15.9278,
3838,2021-05-07,422.12,419.89,419.16,422.815,15.8565,
3839,2021-05-10,417.94,422.5,417.81,422.74,15.8636,
3840,2021-05-11,414.21,413.1,410.06,415.27,15.9008,
3841,2021-05-12,405.41,411.23,404.0,412.59,16.0662,
3842,2021-05-13,410.28,407.07,407.02,412.35,16.156,
3843,2021-05-14,416.58,413.21,413.18,417.49,16.1984,1.738
3844,2021-05-17,415.52,415.39,413.36,416.39,16.2623,
3845,2021-05-18,411.94,415.8,411.77,416.06,16.3548,
3846,2021-05-19,410.86,406.92,405.33,411.05,16.4636,
3847,2021-05-20,415.28,411.8,411.67,416.625,16.5387,
3848,2021-05-21,414.94,416.87,414.45,418.2,16.6158,
3849,2021-05-24,419.17,417.34,417.08,420.32,16.6344,
3850,2021-05-25,418.24,420.33,417.62,420.71,16.6662,
3851,2021-05-26,419.07,418.87,417.76,419.61,16.6635,
3852,2021-05-27,419.29,420.17,418.9851,420.72,16.6463,
3853,2021-05-28,420.04,420.97,419.79,421.25,16.6308,2.347
3854,2021-06-01,419.67,422.57,419.2,422.72,16.6128,
3855,2021-06-02,420.33,420.37,419.29,421.23,16.5564,
3856,2021-06-03,418.77,417.85,416.28,419.99,16.5399,
3857,2021-06-04,422.6,420.75,418.8422,422.92,16.4699,
3858,2021-06-07,422.19,422.59,421.19,422.78,16.4279,
3859,2021-06-08,422.28,423.11,420.32,423.21,16.3934,
3860,2021-06-09,421.65,423.18,421.41,423.26,16.3762,
3861,2021-06-10,423.61,422.96,421.55,424.63,16.3234,
3862,2021-06-11,424.31,424.2,422.82,424.43,16.2559,
3863,2021-06-14,425.26,424.43,423.1,425.37,16.1834,
3864,2021-06-15,424.48,425.42,423.54,425.46,16.1225,3.05
3865,2021-06-16,422.11,424.63,419.92,424.87,16.0563,
3866,2021-06-17,421.97,421.67,419.32,423.02,15.997,
3867,2021-06-18,414.92,417.09,414.7,417.8281,16.0161,
3868,2021-06-21,420.86,416.8,415.93,421.06,16.0244,
3869,2021-06-22,423.11,420.85,420.08,424.0,15.9461,
3870,2021-06-23,422.6,423.19,422.51,424.05,15.8132,
3871,2021-06-24,425.1,424.89,424.62,425.55,15.5596,
3872,2021-06-25,426.61,425.9,425.55,427.0943,15.3741,
3873,2021-06-28,427.47,427.17,425.89,427.65,15.2727,
3874,2021-06-29,427.7,427.88,427.13,428.56,15.1655,
3875,2021-06-30,428.06,427.21,427.18,428.78,15.0175,2.126
3876,2021-07-01,430.43,428.87,428.8,430.6,14.8634,
3877,2021-07-02,433.72,431.67,430.5218,434.1,14.7299,
3878,2021-07-06,432.93,433.78,430.01,434.01,14.6185,
3879,2021-07-07,434.46,433.66,431.51,434.76,14.5707,
3880,2021-07-08,430.92,428.78,427.52,431.73,14.5372,
3881,2021-07-09,435.52,432.53,430.714,435.84,14.4968,
3882,2021-07-12,437.08,435.43,434.97,437.35,14.4854,
3883,2021-07-13,435.59,436.24,435.31,437.84,14.4977,
3884,2021-07-14,436.24,437.4,434.91,437.92,14.4799,
3885,2021-07-15,434.75,434.81,432.72,435.53,14.4731,2.139
3886,2021-07-16,431.34,436.01,430.92,436.06,14.484,
3887,2021-07-19,424.97,426.19,421.97,431.4089,14.596,
3888,2021-07-20,431.06,425.68,424.83,432.42,14.6529,
3889,2021-07-21,434.55,432.34,431.0111,434.7,14.672,
3890,2021-07-22,435.46,434.74,433.69,435.72,14.6781,
3891,2021-07-23,439.94,437.52,436.79,440.3,14.709,
3892,2021-07-26,441.02,439.31,439.26,441.03,14.7584,
3893,2021-07-27,439.01,439.91,435.99,439.94,14.8366,
3894,2021-07-28,438.83,439.68,437.31,440.3,14.8777,
3895,2021-07-29,440.65,439.815,439.81,441.8,14.888,
3896,2021-07-30,438.51,437.91,437.77,440.06,14.9152,2.026
3897,2021-08-02,437.59,440.34,437.21,440.93,14.904,
3898,2021-08-03,441.15,438.44,436.1,441.28,14.9073,
3899,2021-08-04,438.98,439.78,438.73,441.1243,14.9633,
3900,2021-08-05,441.76,440.22,439.88,441.85,14.9991,
3901,2021-08-06,442.49,442.1,441.8,442.94,15.0382,
3902,2021-08-09,442.13,442.46,441.31,442.795,15.0919,
3903,2021-08-10,442.68,442.61,441.88,443.44,15.1429,
3904,2021-08-11,443.78,443.82,442.62,443.882,15.1734,
3905,2021-08-12,445.11,443.62,442.66,445.2572,15.1973,
3906,2021-08-13,445.92,445.59,445.07,445.94,15.2154,3.234
3907,2021-08-16,446.97,444.53,442.87,447.11,15.2594,
3908,2021-08-17,444.04,444.24,440.85,444.96,15.3138,
3909,2021-08-18,439.18,442.96,438.92,444.625,15.408,
3910,2021-08-19,439.86,436.27,436.12,441.14,15.4883,
3911,2021-08-20,443.36,440.23,439.71,443.71,15.5483,
3912,2021-08-23,447.26,445.16,443.4355,448.23,15.5728,
3913,2021-08-24,447.97,447.97,447.42,448.54,15.5765,
3914,2021-08-25,448.91,448.17,447.77,449.457,15.5796,
3915,2021-08-26,446.26,448.61,446.16,448.86,15.5999,
3916,2021-08-27,450.25,447.12,447.06,450.65,15.5547,
3917,2021-08-30,452.23,450.97,450.71,453.07,15.4388,
3918,2021-08-31,451.56,452.13,450.92,452.49,15.3854,2.378
3919,2021-09-01,451.8,452.56,451.545,453.11,15.3531,
3920,2021-09-02,453.19,453.32,451.91,454.05,15.3173,
3921,2021-09-03,453.08,451.98,451.55,453.63,15.2959,
3922,2021-09-07,451.46,452.71,450.7423,452.81,15.2935,
3923,2021-09-08,450.91,450.89,448.86,451.67,15.2515,
3924,2021-09-09,448.98,450.7,448.72,452.57,15.2549,
3925,2021-09-10,445.44,451.04,445.31,451.49,15.3007,
3926,2021-09-13,446.58,448.64,444.11,448.92,15.3112,
3927,2021-09-14,444.17,448.12,443.22,448.34,15.3049,
3928,2021-09-15,447.88,444.62,443.44,448.41,15.3006,2.193
3929,2021-09-16,447.17,447.32,444.02,448.36,15.2921,
3930,2021-09-17,441.4,444.92,441.02,445.37,15.3591,
3931,2021-09-20,434.04,434.88,428.86,436.56,15.5455,
3932,2021-09-21,433.63,436.53,433.07,437.91,15.6838,
3933,2021-09-22,437.86,436.05,433.747,440.03,15.7648,
3934,2021-09-23,443.18,439.85,439.6,444.89,15.8105,
3935,2021-09-24,443.91,441.44,441.21,444.67,15.8505,
3936,2021-09-27,442.64,442.81,441.9,444.05,15.9104,
3937,2021-09-28,433.72,439.69,432.94,440.04,16.0478,
3938,2021-09-29,434.45,435.19,433.85,437.04,16.1398,
3939,2021-09-30,429.14,436.02,428.78,436.77,16.1925,1.534
3940,2021-10-01,434.24,430.98,427.23,436.0329,16.2035,
3941,2021-10-04,428.64,433.0,426.36,433.96,16.3149,
3942,2021-10-05,433.1,430.24,429.39,435.49,16.423,
3943,2021-10-06,434.9,429.27,427.54,435.1199,16.5221,
3944,2021-10-07,438.66,438.39,438.2,441.68,16.6014,
3945,2021-10-08,437.86,439.48,437.19,439.89,16.6412,
3946,2021-10-11,434.69,437.16,434.62,440.26,16.7374,
3947,2021-10-12,433.62,435.67,432.78,436.1,16.8241,
3948,2021-10-13,435.18,434.71,431.54,436.05,16.8898,
3949,2021-10-14,442.5,439.08,438.58,442.66,16.9184,
3950,2021-10-15,445.87,444.75,444.09,446.26,16.9402,1.765
3951,2021-10-18,447.19,443.97,443.27,447.55,16.9646,
3952,2021-10-19,450.64,448.92,448.27,450.71,16.9501,
3953,2021-10-20,452.41,451.13,451.01,452.732,16.9277,
3954,2021-10-21,453.59,451.77,451.31,453.829,16.8802,
3955,2021-10-22,453.12,453.13,451.05,454.67,16.8237,
3956,2021-10-25,455.55,454.28,452.39,455.9,16.7737,
3957,2021-10-26,455.96,457.2,455.56,458.49,16.7312,
3958,2021-10-27,453.94,456.45,453.86,457.16,16.7406,
3959,2021-10-28,458.32,455.46,455.45,458.4,16.7241,
3960,2021-10-29,459.25,455.87,455.56,459.56,16.6511,2.537
3961,2021-11-01,460.04,460.3,458.2,460.7021,16.4737,
3962,2021-11-02,461.9,460.22,460.08,462.23,16.3259,
3963,2021-11-03,464.72,461.3,460.83,465.15,16.2251,
3964,2021-11-04,466.91,465.36,464.99,467.0,16.1706,
3965,2021-11-05,468.53,469.28,466.92,470.65,16.1426,
3966,2021-11-08,468.93,469.7,468.2031,470.23,16.1141,
3967,2021-11-09,467.38,469.32,465.88,469.57,16.0006,
3968,2021-11-10,463.62,465.58,462.04,467.38,15.9228,
3969,2021-11-11,463.77,465.21,463.75,465.29,15.8206,
3970,2021-11-12,467.27,465.12,464.11,467.86,15.7205,
3971,2021-11-15,467.43,468.64,466.23,468.81,15.5814,2.731
3972,2021-11-16,469.28,467.15,467.07,470.485,15.4731,
3973,2021-11-17,468.14,469.0,467.48,469.19,15.3881,
3974,2021-11-18,469.73,469.24,466.34,470.01,15.3415,
3975,2021-11-19,468.89,469.61,468.5,470.94,15.316,
3976,2021-11-22,467.57,470.89,467.35,473.54,15.2845,
3977,2021-11-23,468.19,467.22,464.45,469.095,15.261,
3978,2021-11-24,469.44,466.06,465.19,469.57,15.2417,
3979,2021-11-26,458.97,462.34,457.77,463.9,15.4502,
